City mpg,Classification,Driveline,Engine Type,Fuel Type,Height,Highway mpg,Horsepower,Hybrid,ID,Length,Make,Model Year,Number of Forward Gears,Torque,Transmission,Width,Year
18,Automatic transmission,All-wheel drive,Audi 3.0L 6 Cylinder 300 hp 310 ft-lbs,Gasoline,198,26,300,False,2011 Audi A6 Avant,69,Audi,2011 Audi A6 Avant,6,310,6 Speed Automatic Select Shift,220,2011
18,Automatic transmission,All-wheel drive,Audi 3.0L 6 Cylinder 300 hp 310 ft-lbs,Gasoline,198,26,300,False,2010 Audi A6 Avant,69,Audi,2010 Audi A6 Avant,6,310,6 Speed Automatic Select Shift,220,2010
18,Automatic transmission,All-wheel drive,Audi 3.0L 6 Cylinder 310 hp 325 ft-lbs,Gasoline,140,28,310,False,2012 Audi A7,105,Audi,2012 Audi A7,8,325,8 Speed Automatic Select Shift,91,2012
17,Automatic transmission,All-wheel drive,Audi 4.2L 8 Cylinder 372 hp 328 ft-lbs,Gasoline,180,27,372,False,2011 Audi A8,17,Audi,2011 Audi A8,8,328,8 Speed Automatic Select Shift,63,2011
17,Automatic transmission,All-wheel drive,Audi 4.2L 8 Cylinder 372 hp 328 ft-lbs,Gasoline,191,27,372,False,2011 Audi A8 L,147,Audi,2011 Audi A8,8,328,8 Speed Automatic Select Shift,63,2011
12,Automatic transmission,Four-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs,Gasoline,189,18,317,False,2010 Nissan Armada SE 4x4,155,Nissan,2010 Nissan Armada,5,385,5 Speed Automatic,222,2010
12,Automatic transmission,Four-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs,Gasoline,189,18,317,False,2010 Nissan Armada Titanium 4x4,155,Nissan,2010 Nissan Armada,5,385,5 Speed Automatic,222,2010
12,Automatic transmission,Rear-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs,Gasoline,168,18,317,False,2010 Nissan Armada Platinum,155,Nissan,2010 Nissan Armada,5,385,5 Speed Automatic,222,2010
12,Automatic transmission,Rear-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs,Gasoline,168,18,317,False,2010 Nissan Armada SE,155,Nissan,2010 Nissan Armada,5,385,5 Speed Automatic,222,2010
12,Automatic transmission,Rear-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs,Gasoline,168,18,317,False,2010 Nissan Armada Titanium,155,Nissan,2010 Nissan Armada,5,385,5 Speed Automatic,222,2010
12,Automatic transmission,Four-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs,Gasoline,189,18,317,False,2010 Nissan Armada Platinum 4x4,155,Nissan,2010 Nissan Armada,5,385,5 Speed Automatic,222,2010
16,Automatic transmission,All-wheel drive,Audi 4.2L 8 cylinder 350 hp 325 ft-lbs,Gasoline,164,23,350,False,2010 Audi A8 L,198,Audi,2010 Audi A8,6,325,6 Speed Automatic Select Shift,236,2010
16,Automatic transmission,All-wheel drive,Audi 4.2L 8 cylinder 350 hp 325 ft-lbs,Gasoline,164,23,350,False,2010 Audi A8,198,Audi,2010 Audi A8,6,325,6 Speed Automatic Select Shift,236,2010
25,Manual transmission,Front-wheel drive,Nissan 1.8L 4 Cylinder 122 hp 127 ft-lbs,Gasoline,115,30,122,False,2011 Nissan Cube 1.8,140,Nissan,2011 Nissan Cube,6,127,6 Speed Manual,158,2011
25,Manual transmission,Front-wheel drive,Nissan 1.8L 4 Cylinder 122 hp 127 ft-lbs,Gasoline,115,30,122,False,2011 Nissan Cube 1.8 S,140,Nissan,2011 Nissan Cube,6,127,6 Speed Manual,158,2011
25,Manual transmission,Front-wheel drive,Nissan 1.8L 4 Cylinder 122 hp 127 ft-lbs,Gasoline,115,30,122,False,2010 Nissan Cube 1.8,140,Nissan,2010 Nissan Cube,6,127,6 Speed Manual,158,2010
25,Manual transmission,Front-wheel drive,Nissan 1.8L 4 Cylinder 122 hp 127 ft-lbs,Gasoline,115,30,122,False,2010 Nissan Cube 1.8 S,140,Nissan,2010 Nissan Cube,6,127,6 Speed Manual,158,2010
20,Automatic transmission,All-wheel drive,Audi 2.0L 4 cylinder 211 hp 258 ft-lbs Turbo,Gasoline,117,27,211,False,2012 Audi Q5 2.0 T,21,Audi,2012 Audi Q5,8,258,8 Speed Automatic Select Shift,41,2012
18,Automatic transmission,All-wheel drive,Audi 3.2L 6 cylinder 270 hp 243 ft-lbs,Gasoline,117,23,270,False,2012 Audi Q5 3.2,21,Audi,2012 Audi Q5,6,243,6 Speed Automatic Select Shift,41,2012
20,Automatic transmission,All-wheel drive,Audi 2.0L 4 cylinder 211 hp 258 ft-lbs Turbo,Gasoline,117,27,211,False,2011 Audi Q5 2.0 T,21,Audi,2011 Audi Q5,8,258,8 Speed Automatic Select Shift,41,2011
18,Automatic transmission,All-wheel drive,Audi 3.2L 6 cylinder 270 hp 243 ft-lbs,Gasoline,117,23,270,False,2011 Audi Q5 3.2,21,Audi,2011 Audi Q5,6,243,6 Speed Automatic Select Shift,41,2011
18,Automatic transmission,Front-wheel drive,Honda 3.5L 6 Cylinder 271 hp 254 ft-lbs,Gasoline,135,27,271,False,2010 Honda Accord Crosstour EX Hatchback,134,Honda,2010 Honda Accord Crosstour Hatchback,5,254,5 Speed Automatic,105,2010
18,Automatic transmission,Front-wheel drive,Honda 3.5L 6 Cylinder 271 hp 254 ft-lbs,Gasoline,135,27,271,False,2010 Honda Accord Crosstour EX-L Hatchback,134,Honda,2010 Honda Accord Crosstour Hatchback,5,254,5 Speed Automatic,105,2010
17,Automatic transmission,Four-wheel drive,Honda 3.5L 6 Cylinder 271 hp 254 ft-lbs,Gasoline,135,25,271,False,2010 Honda Accord Crosstour EX-L Hatchback 4WD,134,Honda,2010 Honda Accord Crosstour Hatchback,5,254,5 Speed Automatic,105,2010
18,Automatic transmission,All-wheel drive,Audi 3.2L 6 cylinder 270 hp 243 ft-lbs,Gasoline,117,23,270,False,2010 Audi Q5 3.2,21,Audi,2010 Audi Q5,6,243,6 Speed Automatic Select Shift,41,2010
18,Automatic transmission,All-wheel drive,Audi 3.2L 6 cylinder 270 hp 243 ft-lbs,Gasoline,117,23,270,False,2009 Audi Q5 3.2,20,Audi,2009 Audi Q5,6,243,6 Speed Automatic Select Shift,88,2009
26,Manual transmission,Front-wheel drive,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,Gasoline,117,34,140,False,2011 Honda Civic DX Coup,105,Honda,2011 Honda Civic Coup,5,128,5 Speed Manual,214,2011
25,Automatic transmission,Front-wheel drive,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,Gasoline,117,36,140,False,2011 Honda Civic DX Coup AT,105,Honda,2011 Honda Civic Coup,5,128,5 Speed Automatic,214,2011
26,Manual transmission,Front-wheel drive,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,Gasoline,117,34,140,False,2011 Honda Civic LX Coup,105,Honda,2011 Honda Civic Coup,5,128,5 Speed Manual,214,2011
25,Automatic transmission,Front-wheel drive,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,Gasoline,117,36,140,False,2011 Honda Civic LX Coup AT,105,Honda,2011 Honda Civic Coup,5,128,5 Speed Automatic,214,2011
26,Manual transmission,Front-wheel drive,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,Gasoline,117,34,140,False,2011 Honda Civic EX Coup,105,Honda,2011 Honda Civic Coup,5,128,5 Speed Manual,214,2011
25,Automatic transmission,Front-wheel drive,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,Gasoline,117,36,140,False,2011 Honda Civic EX Coup AT,105,Honda,2011 Honda Civic Coup,5,128,5 Speed Automatic,214,2011
25,Automatic transmission,Front-wheel drive,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,Gasoline,117,36,140,False,2011 Honda Civic EX-L Coup,105,Honda,2011 Honda Civic Coup,5,128,5 Speed Automatic,214,2011
21,Manual transmission,Front-wheel drive,Honda 2.0L 4 cylinder 197hp 139ft-lbs,Gasoline,117,29,197,False,2011 Honda Civic Si Coup,105,Honda,2011 Honda Civic Coup,6,139,6 Speed Manual,214,2011
16,Automatic transmission,All-wheel drive,Audi 3.0L 6 Cylinder 333 hp 325 ft-lbs S-charged,Gasoline,201,22,333,False,2012 Audi Q7 3.0 T S Line,225,Audi,2012 Audi Q7,8,325,8 Speed Automatic Select Shift,129,2012
16,Automatic transmission,All-wheel drive,Audi 3.0L 6 Cylinder 280 hp 295 ft-lbs S-charged,Gasoline,201,22,280,False,2012 Audi Q7 3.0 T,225,Audi,2012 Audi Q7,8,295,8 Speed Automatic Select Shift,129,2012
17,Automatic transmission,All-wheel drive,Audi 3.0L 6 Cylinder 225 hp 406 ft-lbs Turbo Diesel,Diesel fuel,201,25,225,False,2012 Audi Q7 3.0 TDI,225,Audi,2012 Audi Q7,8,406,8 Speed Automatic Select Shift,129,2012
12,Manual transmission,Rear-wheel drive,Lamborghini 5.2L 10 Cylinder 550 hp 398 ft-lbs,Gasoline,141,20,550,False,2010 Lamborghini Gallardo Coupe LP 550-2 Valentino Balboni,249,Lamborghini,2010 Lamborghini Gallardo Coupe,6,398,6 Speed Manual,107,2010
27,Manual transmission,Front-wheel drive,Chevrolet 1.6L 4 Cylinder 108 hp 105 ft-lbs,Gasoline,226,35,108,False,2010 Chevrolet  Aveo5 LS,79,Chevrolet,2010 Chevrolet Aveo5,5,105,5 Speed Manual,142,2010
27,Manual transmission,Front-wheel drive,Chevrolet 1.6L 4 Cylinder 108 hp 105 ft-lbs,Gasoline,226,35,108,False,2010 Chevrolet  Aveo5 1LT,79,Chevrolet,2010 Chevrolet Aveo5,5,105,5 Speed Manual,142,2010
25,Automatic transmission,Front-wheel drive,Chevrolet 1.6L 4 Cylinder 108 hp 105 ft-lbs,Gasoline,226,34,108,False,2010 Chevrolet  Aveo5 1LT AT,79,Chevrolet,2010 Chevrolet Aveo5,4,105,4 Speed Automatic,142,2010
27,Manual transmission,Front-wheel drive,Chevrolet 1.6L 4 Cylinder 108 hp 105 ft-lbs,Gasoline,226,35,108,False,2010 Chevrolet  Aveo5 2LT,79,Chevrolet,2010 Chevrolet Aveo5,5,105,5 Speed Manual,142,2010
25,Automatic transmission,Front-wheel drive,Chevrolet 1.6L 4 Cylinder 108 hp 105 ft-lbs,Gasoline,226,34,108,False,2010 Chevrolet  Aveo5 2LT AT,79,Chevrolet,2010 Chevrolet Aveo5,4,105,4 Speed Automatic,142,2010
16,Automatic transmission,Rear-wheel drive,Lexus 4.6L 8 Cylinder 380 hp 367 ft-lbs,Gasoline,195,24,380,False,2010 Lexus LS 460,195,Lexus,2010 Lexus LS,8,367,8 Speed Automatic Select Shift,82,2010
16,Automatic transmission,All-wheel drive,Lexus 4.6L 8 Cylinder 357hp 344ft-lbs,Gasoline,195,23,357,False,2010 Lexus LS 460 AWD,196,Lexus,2010 Lexus LS,8,344,8 Speed Automatic Select Shift,83,2010
16,Automatic transmission,Rear-wheel drive,Lexus 4.6L 8 Cylinder 380 hp 367 ft-lbs,Gasoline,195,24,380,False,2010 Lexus LS 460 L,60,Lexus,2010 Lexus LS,8,367,8 Speed Automatic Select Shift,83,2010
16,Automatic transmission,All-wheel drive,Lexus 4.6L 8 Cylinder 357hp 344ft-lbs,Gasoline,195,23,357,False,2010 Lexus LS 460 L AWD,60,Lexus,2010 Lexus LS,8,344,8 Speed Automatic Select Shift,83,2010
12,Manual transmission,Four-wheel drive,Lamborghini 5.2L 10 Cylinder 560 hp 398 ft-lbs,Gasoline,141,20,560,False,2011 Lamborghini Gallardo Coupe LP 560-4,249,Lamborghini,2011 Lamborghini Gallardo Coupe,6,398,6 Speed Manual,107,2011
12,Manual transmission,Four-wheel drive,Lamborghini 5.2L 10 Cylinder 560 hp 398 ft-lbs,Gasoline,159,20,560,False,2011 Lamborghini Gallardo Coupe LP 560-4 Spyder,249,Lamborghini,2011 Lamborghini Gallardo Coupe,6,398,6 Speed Manual,107,2011
30,Automatic transmission,Front-wheel drive,Hyundai 1.6L 4 Cylinder 138 hp 123 ft-lbs,Gasoline,170,40,138,False,2012 Hyundai Accent Hatchback SE AT,18,Hyundai,2012 Hyundai Accent Hatchback,6,123,6 Speed Automatic Select Shift,163,2012
30,Automatic transmission,Front-wheel drive,Hyundai 1.6L 4 Cylinder 138 hp 123 ft-lbs,Gasoline,170,40,138,False,2012 Hyundai Accent Hatchback GS AT,18,Hyundai,2012 Hyundai Accent Hatchback,6,123,6 Speed Automatic Select Shift,163,2012
30,Manual transmission,Front-wheel drive,Hyundai 1.6L 4 Cylinder 138 hp 123 ft-lbs,Gasoline,170,40,138,False,2012 Hyundai Accent Hatchback SE,18,Hyundai,2012 Hyundai Accent Hatchback,6,123,6 Speed Manual,163,2012
30,Manual transmission,Front-wheel drive,Hyundai 1.6L 4 Cylinder 138 hp 123 ft-lbs,Gasoline,170,40,138,False,2012 Hyundai Accent Hatchback GS,18,Hyundai,2012 Hyundai Accent Hatchback,6,123,6 Speed Manual,163,2012
16,Automatic transmission,Rear-wheel drive,Lexus 4.6L 8 Cylinder 380 hp 367 ft-lbs,Gasoline,195,24,380,False,2011 Lexus LS 460,196,Lexus,2011 Lexus LS,8,367,8 Speed Automatic Select Shift,83,2011
16,Automatic transmission,All-wheel drive,Lexus 4.6L 8 Cylinder 357hp 344ft-lbs,Gasoline,195,23,357,False,2011 Lexus LS 460 AWD,196,Lexus,2011 Lexus LS,8,344,8 Speed Automatic Select Shift,83,2011
16,Automatic transmission,Rear-wheel drive,Lexus 4.6L 8 Cylinder 380 hp 367 ft-lbs,Gasoline,195,24,380,False,2011 Lexus LS 460 L,60,Lexus,2011 Lexus LS,8,367,8 Speed Automatic Select Shift,83,2011
16,Automatic transmission,All-wheel drive,Lexus 4.6L 8 Cylinder 357hp 344ft-lbs,Gasoline,195,23,357,False,2011 Lexus LS 460 L AWD,60,Lexus,2011 Lexus LS,8,344,8 Speed Automatic Select Shift,83,2011
27,Automatic transmission,Front-wheel drive,Hyundai 1.6L 4 cylinder 110hp 106  ft-lbs,Gasoline,190,36,110,False,2011 Hyundai Accent Hatchback GS AT,206,Hyundai,2011 Hyundai Accent Hatchback,4,106,4 Speed Automatic,158,2011
28,Manual transmission,Front-wheel drive,Hyundai 1.6L 4 cylinder 110hp 106  ft-lbs,Gasoline,190,34,110,False,2011 Hyundai Accent Hatchback SE,206,Hyundai,2011 Hyundai Accent Hatchback,5,106,5 Speed Manual,158,2011
28,Manual transmission,Front-wheel drive,Hyundai 1.6L 4 cylinder 110hp 106  ft-lbs,Gasoline,190,34,110,False,2011 Hyundai Accent Hatchback GS,206,Hyundai,2011 Hyundai Accent Hatchback,5,106,5 Speed Manual,158,2011
28,Manual transmission,Front-wheel drive,Hyundai 1.6L 4 cylinder 110hp 106  ft-lbs,Gasoline,190,34,110,False,2011 Hyundai Accent Hatchback GL,206,Hyundai,2011 Hyundai Accent Hatchback,5,106,5 Speed Manual,158,2011
27,Automatic transmission,Front-wheel drive,Hyundai 1.6L 4 cylinder 110hp 106  ft-lbs,Gasoline,190,36,110,False,2011 Hyundai Accent Hatchback SE AT,206,Hyundai,2011 Hyundai Accent Hatchback,4,106,4 Speed Automatic,158,2011
28,Manual transmission,Front-wheel drive,Hyundai 1.6L 4 cylinder 110hp 106  ft-lbs,Gasoline,190,34,110,False,2010 Hyundai Accent Hatchback GS,206,Hyundai,2010 Hyundai Accent Hatchback,5,106,5 Speed Manual,158,2010
27,Automatic transmission,Front-wheel drive,Hyundai 1.6L 4 cylinder 110hp 106  ft-lbs,Gasoline,190,36,110,False,2010 Hyundai Accent Hatchback SE AT,206,Hyundai,2010 Hyundai Accent Hatchback,4,106,4 Speed Automatic,158,2010
28,Manual transmission,Front-wheel drive,Hyundai 1.6L 4 cylinder 110hp 106  ft-lbs,Gasoline,190,34,110,False,2010 Hyundai Accent Hatchback SE,206,Hyundai,2010 Hyundai Accent Hatchback,5,106,5 Speed Manual,158,2010
27,Automatic transmission,Front-wheel drive,Hyundai 1.6L 4 cylinder 110hp 106  ft-lbs,Gasoline,190,36,110,False,2010 Hyundai Accent Hatchback GS AT,206,Hyundai,2010 Hyundai Accent Hatchback,4,106,4 Speed Automatic,158,2010
27,Manual transmission,Front-wheel drive,Hyundai 1.6L 4 cylinder 110hp 106  ft-lbs,Gasoline,190,36,110,False,2010 Hyundai Accent Hatchback Blue,206,Hyundai,2010 Hyundai Accent Hatchback,5,106,5 Speed Manual,158,2010
30,Manual transmission,Front-wheel drive,Hyundai 1.6L 4 Cylinder 138 hp 123 ft-lbs,Gasoline,170,40,138,False,2012 Hyundai Accent Sedan GLS,16,Hyundai,2012 Hyundai Accent Sedan,6,123,6 Speed Manual,163,2012
30,Automatic transmission,Front-wheel drive,Hyundai 1.6L 4 Cylinder 138 hp 123 ft-lbs,Gasoline,170,40,138,False,2012 Hyundai Accent Sedan GLS AT,16,Hyundai,2012 Hyundai Accent Sedan,6,123,6 Speed Automatic Select Shift,163,2012
27,Automatic transmission,Front-wheel drive,Hyundai 1.6L 4 cylinder 110hp 106  ft-lbs,Gasoline,190,36,110,False,2011 Hyundai Accent Sedan GLS AT,183,Hyundai,2011 Hyundai Accent Sedan,4,106,4 Speed Automatic,158,2011
28,Manual transmission,Front-wheel drive,Hyundai 1.6L 4 cylinder 110hp 106  ft-lbs,Gasoline,190,34,110,False,2011 Hyundai Accent Sedan GLS,183,Hyundai,2011 Hyundai Accent Sedan,5,106,5 Speed Manual,158,2011
28,Manual transmission,Front-wheel drive,Hyundai 1.6L 4 cylinder 110hp 106  ft-lbs,Gasoline,190,34,110,False,2010 Hyundai Accent Sedan GLS,183,Hyundai,2010 Hyundai Accent Sedan,5,106,5 Speed Manual,158,2010
27,Automatic transmission,Front-wheel drive,Hyundai 1.6L 4 cylinder 110hp 106  ft-lbs,Gasoline,190,36,110,False,2010 Hyundai Accent Sedan GLS AT,183,Hyundai,2010 Hyundai Accent Sedan,4,106,4 Speed Automatic,158,2010
20,Automatic transmission,Front-wheel drive,Hyundai 3.3L 6 Cylinder 260 hp 233 ft-lbs,Gasoline,210,28,260,False,2011 Hyundai Azera GLS,45,Hyundai,2011 Hyundai Azera,6,233,6 Speed Automatic Select Shift,57,2011
19,Automatic transmission,Front-wheel drive,Hyundai 3.8L 6 Cylinder 283 hp 263 ft-lbs,Gasoline,210,27,283,False,2011 Hyundai Azera Limited,45,Hyundai,2011 Hyundai Azera,6,263,6 Speed Automatic Select Shift,57,2011
17,Automatic transmission,Front-wheel drive,Hyundai 3.8L 6 cylinder 263hp 257 ft-lbs,Gasoline,210,26,263,False,2010 Hyundai Azera Limited,30,Hyundai,2010 Hyundai Azera,5,257,5 Speed Automatic Select Shift,57,2010
18,Automatic transmission,Front-wheel drive,Hyundai 3.3L 6 cylinder 234hp 226 ft-lbs,Gasoline,210,26,234,False,2010 Hyundai Azera GLS,30,Hyundai,2010 Hyundai Azera,5,226,5 Speed Automatic Select Shift,57,2010
16,Automatic transmission,All-wheel drive,Audi 3.0L 6 Cylinder 333 hp 325 ft-lbs S-charged,Gasoline,201,22,333,False,2011 Audi Q7 3.0 T S Line,225,Audi,2011 Audi Q7,8,325,8 Speed Automatic Select Shift,129,2011
16,Automatic transmission,All-wheel drive,Audi 3.0L 6 Cylinder 272 hp 295 ft-lbs S-charged,Gasoline,201,22,272,False,2011 Audi Q7 3.0 T,225,Audi,2011 Audi Q7,8,295,8 Speed Automatic Select Shift,129,2011
17,Automatic transmission,All-wheel drive,Audi 3.0L 6 Cylinder 225 hp 406 ft-lbs Turbo Diesel,Diesel fuel,201,25,225,False,2011 Audi Q7 3.0 TDI,225,Audi,2011 Audi Q7,8,406,8 Speed Automatic Select Shift,129,2011
14,Automatic transmission,All-wheel drive,Audi 3.6L 6 cylinder 280hp 266 ft-lbs,Gasoline,201,19,280,False,2010 Audi Q7 3.6,223,Audi,2010 Audi Q7,6,266,6 Speed Automatic Select Shift,191,2010
17,Automatic transmission,All-wheel drive,Audi 3.0L 6 Cylinder 225 hp 406 ft-lbs Turbo Diesel,Diesel fuel,201,25,225,False,2010 Audi Q7 3.0 TDI,223,Audi,2010 Audi Q7,6,406,6 Speed Automatic Select Shift,191,2010
13,Automatic transmission,All-wheel drive,Audi 4.2L 8 cylinder 350 hp 325 ft-lbs,Gasoline,201,18,350,False,2010 Audi Q7 4.2,223,Audi,2010 Audi Q7,6,325,6 Speed Automatic Select Shift,191,2010
22,Automatic transmission,Front-wheel drive,Toyota 2.5L 4 Cylinder 179 hp 172 ft-lbs.,Gasoline,148,28,179,False,2011 Toyota RAV4,12,Toyota,2011 Toyota RAV4,4,172,4 Speed Automatic,24,2011
21,Automatic transmission,Four-wheel drive,Toyota 2.5L 4 Cylinder 179 hp 172 ft-lbs.,Gasoline,148,27,179,False,2011 Toyota RAV4 4WD,12,Toyota,2011 Toyota RAV4,4,172,4 Speed Automatic,24,2011
19,Automatic transmission,Front-wheel drive,Toyota 3.5L 6 Cylinder 269 hp 246 ft-lbs.,Gasoline,148,27,269,False,2011 Toyota RAV4 V6,12,Toyota,2011 Toyota RAV4,5,246,5 Speed Automatic,24,2011
19,Automatic transmission,Four-wheel drive,Toyota 3.5L 6 Cylinder 269 hp 246 ft-lbs.,Gasoline,148,26,269,False,2011 Toyota RAV4 V6 4WD,12,Toyota,2011 Toyota RAV4,5,246,5 Speed Automatic,24,2011
22,Automatic transmission,Front-wheel drive,Toyota 2.5L 4 Cylinder 179 hp 172 ft-lbs.,Gasoline,148,28,179,False,2011 Toyota RAV4 Sport,12,Toyota,2011 Toyota RAV4,4,172,4 Speed Automatic,62,2011
21,Automatic transmission,Four-wheel drive,Toyota 2.5L 4 Cylinder 179 hp 172 ft-lbs.,Gasoline,148,27,179,False,2011 Toyota RAV4 Sport 4WD,12,Toyota,2011 Toyota RAV4,4,172,4 Speed Automatic,62,2011
19,Automatic transmission,Front-wheel drive,Toyota 3.5L 6 Cylinder 269 hp 246 ft-lbs.,Gasoline,148,27,269,False,2011 Toyota RAV4 Sport V6,12,Toyota,2011 Toyota RAV4,5,246,5 Speed Automatic,62,2011
19,Automatic transmission,Four-wheel drive,Toyota 3.5L 6 Cylinder 269 hp 246 ft-lbs.,Gasoline,148,26,269,False,2011 Toyota RAV4 Sport V6 4WD,12,Toyota,2011 Toyota RAV4,5,246,5 Speed Automatic,62,2011
22,Automatic transmission,Front-wheel drive,Toyota 2.5L 4 Cylinder 179 hp 172 ft-lbs.,Gasoline,208,28,179,False,2011 Toyota RAV4 Limited,12,Toyota,2011 Toyota RAV4,4,172,4 Speed Automatic,62,2011
21,Automatic transmission,Four-wheel drive,Toyota 2.5L 4 Cylinder 179 hp 172 ft-lbs.,Gasoline,208,27,179,False,2011 Toyota RAV4 Limited 4WD,12,Toyota,2011 Toyota RAV4,4,172,4 Speed Automatic,62,2011
19,Automatic transmission,Front-wheel drive,Toyota 3.5L 6 Cylinder 269 hp 246 ft-lbs.,Gasoline,208,27,269,False,2011 Toyota RAV4 Limited V6,12,Toyota,2011 Toyota RAV4,5,246,5 Speed Automatic,62,2011
19,Automatic transmission,Four-wheel drive,Toyota 3.5L 6 Cylinder 269 hp 246 ft-lbs.,Gasoline,208,26,269,False,2011 Toyota RAV4 Limited V6 4WD,12,Toyota,2011 Toyota RAV4,5,246,5 Speed Automatic,62,2011
24,Manual transmission,Front-wheel drive,Nissan 1.8L 4 Cylinder 122 hp 127 ft-lbs,Gasoline,115,29,122,False,2009 Nissan Cube 1.8 S,140,Nissan,2009 Nissan Cube,6,127,6 Speed Manual,158,2009
24,Manual transmission,Front-wheel drive,Nissan 1.8L 4 Cylinder 122 hp 127 ft-lbs,Gasoline,115,29,122,False,2009 Nissan Cube 1.8,140,Nissan,2009 Nissan Cube,6,127,6 Speed Manual,158,2009
21,Automatic transmission,Front-wheel drive,Volvo 2.5L 5 Cylinder 227 hp 236 ft-lbs Turbo,Gasoline,172,30,227,False,2011 Volvo S40 R-Design,123,Volvo,2011 Volvo S40,5,236,5 Speed Automatic,234,2011
17,Manual transmission,Rear-wheel drive,Chevrolet 3.6L 6 Cylinder 323 hp 278 ft-lbs,Gasoline,109,28,323,False,2012 Chevrolet Camaro Convertible 1LT,228,Chevrolet,2012 Chevrolet Camaro Convertible,6,278,6 Speed Manual,125,2012
19,Automatic transmission,Rear-wheel drive,Chevrolet 3.6L 6 Cylinder 323 hp 278 ft-lbs,Gasoline,109,30,323,False,2012 Chevrolet Camaro Convertible 1LT AT,228,Chevrolet,2012 Chevrolet Camaro Convertible,6,278,6 Speed Automatic,125,2012
17,Manual transmission,Rear-wheel drive,Chevrolet 3.6L 6 Cylinder 323 hp 278 ft-lbs,Gasoline,109,28,323,False,2012 Chevrolet Camaro Convertible 2LT,228,Chevrolet,2012 Chevrolet Camaro Convertible,6,278,6 Speed Manual,125,2012
19,Automatic transmission,Rear-wheel drive,Chevrolet 3.6L 6 Cylinder 323 hp 278 ft-lbs,Gasoline,109,30,323,False,2012 Chevrolet Camaro Convertible 2LT AT,228,Chevrolet,2012 Chevrolet Camaro Convertible,6,278,6 Speed Automatic,125,2012
16,Manual transmission,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 426 hp 420 ft-lbs,Gasoline,109,24,426,False,2012 Chevrolet Camaro Convertible 1SS,228,Chevrolet,2012 Chevrolet Camaro Convertible,6,420,6 Speed Manual,125,2012
15,Automatic transmission,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 426 hp 420 ft-lbs,Gasoline,109,24,426,False,2012 Chevrolet Camaro Convertible 1SS AT,228,Chevrolet,2012 Chevrolet Camaro Convertible,6,420,6 Speed Automatic,125,2012
16,Manual transmission,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 426 hp 420 ft-lbs,Gasoline,109,24,426,False,2012 Chevrolet Camaro Convertible 2SS,228,Chevrolet,2012 Chevrolet Camaro Convertible,6,420,6 Speed Manual,125,2012
15,Automatic transmission,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 426 hp 420 ft-lbs,Gasoline,109,24,426,False,2012 Chevrolet Camaro Convertible 2SS AT,228,Chevrolet,2012 Chevrolet Camaro Convertible,6,420,6 Speed Automatic,125,2012
24,Manual transmission,Front-wheel drive,Nissan 1.6L 4 Cylinder 188 hp 177 ft-lbs Turbo,Gasoline,33,31,188,False,2011 Nissan Juke SL,28,Nissan,2011 Nissan Juke,6,177,6 Speed Manual,229,2011
24,Manual transmission,Front-wheel drive,Nissan 1.6L 4 Cylinder 188 hp 177 ft-lbs Turbo,Gasoline,33,31,188,False,2011 Nissan Juke SV,28,Nissan,2011 Nissan Juke,6,177,6 Speed Manual,229,2011
17,Manual transmission,Rear-wheel drive,Chevrolet 3.6L 6 Cylinder 312 hp 278 ft-lbs,Gasoline,109,28,312,False,2011 Chevrolet Camaro Convertible 1LT,228,Chevrolet,2011 Chevrolet Camaro Convertible,6,278,6 Speed Manual,125,2011
19,Automatic transmission,Rear-wheel drive,Chevrolet 3.6L 6 Cylinder 312 hp 278 ft-lbs,Gasoline,109,30,312,False,2011 Chevrolet Camaro Convertible 1LT AT,228,Chevrolet,2011 Chevrolet Camaro Convertible,6,278,6 Speed Automatic,125,2011
17,Manual transmission,Rear-wheel drive,Chevrolet 3.6L 6 Cylinder 312 hp 278 ft-lbs,Gasoline,109,28,312,False,2011 Chevrolet Camaro Convertible 2LT,228,Chevrolet,2011 Chevrolet Camaro Convertible,6,278,6 Speed Manual,125,2011
19,Automatic transmission,Rear-wheel drive,Chevrolet 3.6L 6 Cylinder 312 hp 278 ft-lbs,Gasoline,109,30,312,False,2011 Chevrolet Camaro Convertible 2LT AT,228,Chevrolet,2011 Chevrolet Camaro Convertible,6,278,6 Speed Automatic,125,2011
